country,type,year,n
Equatorial Guinea,Work,2006,0
Equatorial Guinea,Work,2007,0
Equatorial Guinea,Work,2008,0
Equatorial Guinea,Work,2009,0
Equatorial Guinea,Work,2010,0
Equatorial Guinea,Work,2011,0
Equatorial Guinea,Work,2012,0
Equatorial Guinea,Work,2013,0
Equatorial Guinea,Work,2014,0
Equatorial Guinea,Work,2015,0
Eritrea,Asylum,2006,9
Eritrea,Asylum,2007,2
Eritrea,Asylum,2008,3
Eritrea,Asylum,2009,4
Eritrea,Asylum,2010,16
Eritrea,Asylum,2011,39
Eritrea,Asylum,2012,23
Eritrea,Asylum,2013,79
Eritrea,Asylum,2014,220
Eritrea,Asylum,2015,2896
Eritrea,EU,2006,0
Eritrea,EU,2007,0
Eritrea,EU,2008,0
Eritrea,EU,2009,0
Eritrea,EU,2010,0
Eritrea,EU,2011,0
Eritrea,EU,2012,0
Eritrea,EU,2013,0
Eritrea,EU,2014,0
Eritrea,EU,2015,0
Eritrea,Family,2006,3
Eritrea,Family,2007,5
Eritrea,Family,2008,1
Eritrea,Family,2009,3
Eritrea,Family,2010,3
Eritrea,Family,2011,6
Eritrea,Family,2012,6
Eritrea,Family,2013,12
Eritrea,Family,2014,22
Eritrea,Family,2015,80
Eritrea,Other,2006,2
Eritrea,Other,2007,1
Eritrea,Other,2008,0
Eritrea,Other,2009,0
Eritrea,Other,2010,0
Eritrea,Other,2011,0
Eritrea,Other,2012,0
Eritrea,Other,2013,0
Eritrea,Other,2014,0
Eritrea,Other,2015,1
Eritrea,Study,2006,2
Eritrea,Study,2007,2
Eritrea,Study,2008,1
Eritrea,Study,2009,0
Eritrea,Study,2010,3
Eritrea,Study,2011,2
Eritrea,Study,2012,2
Eritrea,Study,2013,0
Eritrea,Study,2014,2
Eritrea,Study,2015,0
Eritrea,Work,2006,0
Eritrea,Work,2007,0
Eritrea,Work,2008,0
Eritrea,Work,2009,2
Eritrea,Work,2010,0
Eritrea,Work,2011,1
Eritrea,Work,2012,4
Eritrea,Work,2013,0
Eritrea,Work,2014,0
Eritrea,Work,2015,1
Estonia,Asylum,2006,0
Estonia,Asylum,2007,0
Estonia,Asylum,2008,0
Estonia,Asylum,2009,0
Estonia,Asylum,2010,0
Estonia,Asylum,2011,0
Estonia,Asylum,2012,0
Estonia,Asylum,2013,0
Estonia,Asylum,2014,0
Estonia,Asylum,2015,0
Estonia,EU,2006,173
Estonia,EU,2007,149
Estonia,EU,2008,259
Estonia,EU,2009,254
Estonia,EU,2010,294
Estonia,EU,2011,331
Estonia,EU,2012,346
Estonia,EU,2013,282
Estonia,EU,2014,296
Estonia,EU,2015,247
Estonia,Family,2006,16
Estonia,Family,2007,7
Estonia,Family,2008,7
Estonia,Family,2009,1
Estonia,Family,2010,2
Estonia,Family,2011,0
Estonia,Family,2012,0
Estonia,Family,2013,0
Estonia,Family,2014,1
Estonia,Family,2015,0
Estonia,Other,2006,0
Estonia,Other,2007,0
Estonia,Other,2008,1
Estonia,Other,2009,0
Estonia,Other,2010,0
Estonia,Other,2011,0
Estonia,Other,2012,0
Estonia,Other,2013,0
Estonia,Other,2014,0
Estonia,Other,2015,0
Estonia,Study,2006,36
Estonia,Study,2007,22
Estonia,Study,2008,31
Estonia,Study,2009,14
Estonia,Study,2010,11
Estonia,Study,2011,1
Estonia,Study,2012,0
Estonia,Study,2013,0
Estonia,Study,2014,0
Estonia,Study,2015,0
Estonia,Work,2006,114
Estonia,Work,2007,159
Estonia,Work,2008,38
Estonia,Work,2009,8
Estonia,Work,2010,1
Estonia,Work,2011,0
Estonia,Work,2012,0
Estonia,Work,2013,0
Estonia,Work,2014,0
Estonia,Work,2015,0
Ethiopia,Asylum,2006,2
Ethiopia,Asylum,2007,2
Ethiopia,Asylum,2008,4
Ethiopia,Asylum,2009,0
Ethiopia,Asylum,2010,7
Ethiopia,Asylum,2011,8
Ethiopia,Asylum,2012,14
Ethiopia,Asylum,2013,6
Ethiopia,Asylum,2014,18
Ethiopia,Asylum,2015,53
Ethiopia,EU,2006,0
Ethiopia,EU,2007,0
Ethiopia,EU,2008,0
Ethiopia,EU,2009,1
Ethiopia,EU,2010,0
Ethiopia,EU,2011,1
Ethiopia,EU,2012,0
Ethiopia,EU,2013,1
Ethiopia,EU,2014,0
Ethiopia,EU,2015,1
Ethiopia,Family,2006,9
Ethiopia,Family,2007,13
Ethiopia,Family,2008,8
Ethiopia,Family,2009,11
Ethiopia,Family,2010,12
Ethiopia,Family,2011,5
Ethiopia,Family,2012,12
Ethiopia,Family,2013,19
Ethiopia,Family,2014,8
Ethiopia,Family,2015,18
Ethiopia,Other,2006,25
Ethiopia,Other,2007,41
Ethiopia,Other,2008,112
Ethiopia,Other,2009,124
Ethiopia,Other,2010,117
Ethiopia,Other,2011,44
Ethiopia,Other,2012,52
Ethiopia,Other,2013,5
Ethiopia,Other,2014,0
Ethiopia,Other,2015,0
Ethiopia,Study,2006,10
Ethiopia,Study,2007,28
Ethiopia,Study,2008,63
Ethiopia,Study,2009,62
Ethiopia,Study,2010,37
Ethiopia,Study,2011,44
Ethiopia,Study,2012,45
Ethiopia,Study,2013,24
Ethiopia,Study,2014,24
Ethiopia,Study,2015,32
Ethiopia,Work,2006,3
Ethiopia,Work,2007,6
Ethiopia,Work,2008,6
Ethiopia,Work,2009,18
Ethiopia,Work,2010,69
Ethiopia,Work,2011,54
Ethiopia,Work,2012,73
Ethiopia,Work,2013,88
Ethiopia,Work,2014,97
Ethiopia,Work,2015,50
Europe not stated,Asylum,2006,0
Europe not stated,Asylum,2007,0
Europe not stated,Asylum,2008,0
Europe not stated,Asylum,2009,0
Europe not stated,Asylum,2010,0
Europe not stated,Asylum,2011,0
Europe not stated,Asylum,2012,0
Europe not stated,Asylum,2013,0
Europe not stated,Asylum,2014,0
Europe not stated,Asylum,2015,0
Europe not stated,EU,2006,0
Europe not stated,EU,2007,0
Europe not stated,EU,2008,0
Europe not stated,EU,2009,0
Europe not stated,EU,2010,0
Europe not stated,EU,2011,0
Europe not stated,EU,2012,0
Europe not stated,EU,2013,0
Europe not stated,EU,2014,0
Europe not stated,EU,2015,0
Europe not stated,Family,2006,0
Europe not stated,Family,2007,0
Europe not stated,Family,2008,0
Europe not stated,Family,2009,0
Europe not stated,Family,2010,0
Europe not stated,Family,2011,0
Europe not stated,Family,2012,0
Europe not stated,Family,2013,0
Europe not stated,Family,2014,0
Europe not stated,Family,2015,0
Europe not stated,Other,2006,0
Europe not stated,Other,2007,0
Europe not stated,Other,2008,0
Europe not stated,Other,2009,0
Europe not stated,Other,2010,0
Europe not stated,Other,2011,0
Europe not stated,Other,2012,0
Europe not stated,Other,2013,0
Europe not stated,Other,2014,0
Europe not stated,Other,2015,0
Europe not stated,Study,2006,0
Europe not stated,Study,2007,0
Europe not stated,Study,2008,0
Europe not stated,Study,2009,0
Europe not stated,Study,2010,0
Europe not stated,Study,2011,0
Europe not stated,Study,2012,0
Europe not stated,Study,2013,0
Europe not stated,Study,2014,0
Europe not stated,Study,2015,0
Europe not stated,Work,2006,0
Europe not stated,Work,2007,0
Europe not stated,Work,2008,0
Europe not stated,Work,2009,0
Europe not stated,Work,2010,0
Europe not stated,Work,2011,0
Europe not stated,Work,2012,0
Europe not stated,Work,2013,0
Europe not stated,Work,2014,0
Europe not stated,Work,2015,0
Falkland Islands,Asylum,2006,0
Falkland Islands,Asylum,2007,0
Falkland Islands,Asylum,2008,0
Falkland Islands,Asylum,2009,0
Falkland Islands,Asylum,2010,0
Falkland Islands,Asylum,2011,0
Falkland Islands,Asylum,2012,0
Falkland Islands,Asylum,2013,0
Falkland Islands,Asylum,2014,0
Falkland Islands,Asylum,2015,0
Falkland Islands,EU,2006,0
Falkland Islands,EU,2007,0
Falkland Islands,EU,2008,0
Falkland Islands,EU,2009,0
Falkland Islands,EU,2010,0
Falkland Islands,EU,2011,0
Falkland Islands,EU,2012,0
Falkland Islands,EU,2013,0
Falkland Islands,EU,2014,0
Falkland Islands,EU,2015,0
Falkland Islands,Family,2006,0
Falkland Islands,Family,2007,0
Falkland Islands,Family,2008,0
Falkland Islands,Family,2009,0
Falkland Islands,Family,2010,0
Falkland Islands,Family,2011,0
Falkland Islands,Family,2012,0
Falkland Islands,Family,2013,0
Falkland Islands,Family,2014,0
Falkland Islands,Family,2015,0
Falkland Islands,Other,2006,0
Falkland Islands,Other,2007,0
Falkland Islands,Other,2008,0
Falkland Islands,Other,2009,0
Falkland Islands,Other,2010,0
Falkland Islands,Other,2011,0
Falkland Islands,Other,2012,0
Falkland Islands,Other,2013,0
Falkland Islands,Other,2014,0
Falkland Islands,Other,2015,0
Falkland Islands,Study,2006,0
Falkland Islands,Study,2007,0
Falkland Islands,Study,2008,0
Falkland Islands,Study,2009,0
Falkland Islands,Study,2010,0
Falkland Islands,Study,2011,0
Falkland Islands,Study,2012,0
Falkland Islands,Study,2013,0
Falkland Islands,Study,2014,0
Falkland Islands,Study,2015,0
Falkland Islands,Work,2006,0
Falkland Islands,Work,2007,0
Falkland Islands,Work,2008,0
Falkland Islands,Work,2009,0
Falkland Islands,Work,2010,0
Falkland Islands,Work,2011,0
Falkland Islands,Work,2012,0
Falkland Islands,Work,2013,0
Falkland Islands,Work,2014,0
Falkland Islands,Work,2015,0
Fiji,Asylum,2006,0
Fiji,Asylum,2007,0
Fiji,Asylum,2008,0
Fiji,Asylum,2009,0
Fiji,Asylum,2010,0
Fiji,Asylum,2011,0
Fiji,Asylum,2012,0
Fiji,Asylum,2013,0
Fiji,Asylum,2014,0
Fiji,Asylum,2015,0
Fiji,EU,2006,0
Fiji,EU,2007,0
Fiji,EU,2008,0
Fiji,EU,2009,0
Fiji,EU,2010,0
Fiji,EU,2011,0
Fiji,EU,2012,0
Fiji,EU,2013,0
Fiji,EU,2014,0
Fiji,EU,2015,0
Fiji,Family,2006,0
Fiji,Family,2007,1
Fiji,Family,2008,1
Fiji,Family,2009,0
Fiji,Family,2010,0
Fiji,Family,2011,0
Fiji,Family,2012,0
Fiji,Family,2013,2
Fiji,Family,2014,0
Fiji,Family,2015,2
Fiji,Other,2006,0
Fiji,Other,2007,0
Fiji,Other,2008,0
Fiji,Other,2009,0
Fiji,Other,2010,0
Fiji,Other,2011,0
Fiji,Other,2012,0
Fiji,Other,2013,0
Fiji,Other,2014,0
Fiji,Other,2015,0
Fiji,Study,2006,0
Fiji,Study,2007,0
Fiji,Study,2008,0
Fiji,Study,2009,0
Fiji,Study,2010,1
Fiji,Study,2011,5
Fiji,Study,2012,1
Fiji,Study,2013,0
Fiji,Study,2014,1
Fiji,Study,2015,0
Fiji,Work,2006,0
Fiji,Work,2007,1
Fiji,Work,2008,1
Fiji,Work,2009,0
Fiji,Work,2010,2
Fiji,Work,2011,0
Fiji,Work,2012,0
Fiji,Work,2013,0
Fiji,Work,2014,0
Fiji,Work,2015,1
Finland,Asylum,2006,0
Finland,Asylum,2007,0
Finland,Asylum,2008,0
Finland,Asylum,2009,0
Finland,Asylum,2010,0
Finland,Asylum,2011,0
Finland,Asylum,2012,0
Finland,Asylum,2013,0
Finland,Asylum,2014,0
Finland,Asylum,2015,0
Finland,EU,2006,6
Finland,EU,2007,9
Finland,EU,2008,9
Finland,EU,2009,5
Finland,EU,2010,3
Finland,EU,2011,8
Finland,EU,2012,6
Finland,EU,2013,7
Finland,EU,2014,13
Finland,EU,2015,21
Finland,Family,2006,0
Finland,Family,2007,0
Finland,Family,2008,0
Finland,Family,2009,0
Finland,Family,2010,0
Finland,Family,2011,0
Finland,Family,2012,0
Finland,Family,2013,0
Finland,Family,2014,0
Finland,Family,2015,0
Finland,Other,2006,0
Finland,Other,2007,0
Finland,Other,2008,0
Finland,Other,2009,0
Finland,Other,2010,0
Finland,Other,2011,0
Finland,Other,2012,0
Finland,Other,2013,0
Finland,Other,2014,0
Finland,Other,2015,0
Finland,Study,2006,0
Finland,Study,2007,0
Finland,Study,2008,0
Finland,Study,2009,0
Finland,Study,2010,0
Finland,Study,2011,0
Finland,Study,2012,0
Finland,Study,2013,0
Finland,Study,2014,0
Finland,Study,2015,0
Finland,Work,2006,0
Finland,Work,2007,1
Finland,Work,2008,0
Finland,Work,2009,0
Finland,Work,2010,1
Finland,Work,2011,1
Finland,Work,2012,0
Finland,Work,2013,0
Finland,Work,2014,0
Finland,Work,2015,0
France,Asylum,2006,0
France,Asylum,2007,0
France,Asylum,2008,0
France,Asylum,2009,0
France,Asylum,2010,0
France,Asylum,2011,0
France,Asylum,2012,0
France,Asylum,2013,0
France,Asylum,2014,0
France,Asylum,2015,0
France,EU,2006,1212
France,EU,2007,1189
France,EU,2008,1245
France,EU,2009,1323
France,EU,2010,1445
France,EU,2011,1403
France,EU,2012,1498
France,EU,2013,1457
France,EU,2014,1383
France,EU,2015,1448
France,Family,2006,9
France,Family,2007,5
France,Family,2008,4
France,Family,2009,4
France,Family,2010,0
France,Family,2011,0
France,Family,2012,3
France,Family,2013,2
France,Family,2014,0
France,Family,2015,6
France,Other,2006,0
France,Other,2007,0
France,Other,2008,0
France,Other,2009,0
France,Other,2010,0
France,Other,2011,0
France,Other,2012,0
France,Other,2013,1
France,Other,2014,0
France,Other,2015,0
France,Study,2006,10
France,Study,2007,3
France,Study,2008,16
France,Study,2009,9
France,Study,2010,1
France,Study,2011,0
France,Study,2012,0
France,Study,2013,0
France,Study,2014,0
France,Study,2015,0
France,Work,2006,6
France,Work,2007,6
France,Work,2008,6
France,Work,2009,6
France,Work,2010,9
France,Work,2011,0
France,Work,2012,4
France,Work,2013,0
France,Work,2014,9
France,Work,2015,4
French Guiana,Asylum,2006,0
French Guiana,Asylum,2007,0
French Guiana,Asylum,2008,0
French Guiana,Asylum,2009,0
French Guiana,Asylum,2010,0
French Guiana,Asylum,2011,0
French Guiana,Asylum,2012,0
French Guiana,Asylum,2013,0
French Guiana,Asylum,2014,0
French Guiana,Asylum,2015,0
French Guiana,EU,2006,0
French Guiana,EU,2007,0
French Guiana,EU,2008,0
French Guiana,EU,2009,0
French Guiana,EU,2010,0
French Guiana,EU,2011,0
French Guiana,EU,2012,0
French Guiana,EU,2013,0
French Guiana,EU,2014,0
French Guiana,EU,2015,0
French Guiana,Family,2006,0
French Guiana,Family,2007,0
French Guiana,Family,2008,0
French Guiana,Family,2009,0
French Guiana,Family,2010,0
French Guiana,Family,2011,0
French Guiana,Family,2012,0
French Guiana,Family,2013,0
French Guiana,Family,2014,0
French Guiana,Family,2015,0
French Guiana,Other,2006,0
French Guiana,Other,2007,0
French Guiana,Other,2008,0
French Guiana,Other,2009,0
French Guiana,Other,2010,0
French Guiana,Other,2011,0
French Guiana,Other,2012,0
French Guiana,Other,2013,0
French Guiana,Other,2014,0
French Guiana,Other,2015,0
French Guiana,Study,2006,0
French Guiana,Study,2007,0
French Guiana,Study,2008,0
French Guiana,Study,2009,0
French Guiana,Study,2010,0
French Guiana,Study,2011,0
French Guiana,Study,2012,0
French Guiana,Study,2013,0
French Guiana,Study,2014,0
French Guiana,Study,2015,0
French Guiana,Work,2006,0
French Guiana,Work,2007,0
French Guiana,Work,2008,0
French Guiana,Work,2009,0
French Guiana,Work,2010,0
French Guiana,Work,2011,0
French Guiana,Work,2012,0
French Guiana,Work,2013,0
French Guiana,Work,2014,0
French Guiana,Work,2015,0
French territories in the Pacific,Asylum,2006,0
French territories in the Pacific,Asylum,2007,0
French territories in the Pacific,Asylum,2008,0
French territories in the Pacific,Asylum,2009,0
French territories in the Pacific,Asylum,2010,0
French territories in the Pacific,Asylum,2011,0
French territories in the Pacific,Asylum,2012,0
French territories in the Pacific,Asylum,2013,0
French territories in the Pacific,Asylum,2014,0
French territories in the Pacific,Asylum,2015,0
French territories in the Pacific,EU,2006,0
French territories in the Pacific,EU,2007,0
French territories in the Pacific,EU,2008,0
French territories in the Pacific,EU,2009,0
French territories in the Pacific,EU,2010,0
French territories in the Pacific,EU,2011,0
French territories in the Pacific,EU,2012,0
French territories in the Pacific,EU,2013,0
French territories in the Pacific,EU,2014,0
French territories in the Pacific,EU,2015,0
French territories in the Pacific,Family,2006,0
French territories in the Pacific,Family,2007,0
French territories in the Pacific,Family,2008,0
French territories in the Pacific,Family,2009,0
French territories in the Pacific,Family,2010,0
French territories in the Pacific,Family,2011,0
French territories in the Pacific,Family,2012,0
French territories in the Pacific,Family,2013,0
French territories in the Pacific,Family,2014,0
French territories in the Pacific,Family,2015,0
French territories in the Pacific,Other,2006,0
French territories in the Pacific,Other,2007,0
French territories in the Pacific,Other,2008,0
French territories in the Pacific,Other,2009,0
French territories in the Pacific,Other,2010,0
French territories in the Pacific,Other,2011,0
French territories in the Pacific,Other,2012,0
French territories in the Pacific,Other,2013,0
French territories in the Pacific,Other,2014,0
French territories in the Pacific,Other,2015,0
French territories in the Pacific,Study,2006,0
French territories in the Pacific,Study,2007,0
French territories in the Pacific,Study,2008,0
French territories in the Pacific,Study,2009,0
French territories in the Pacific,Study,2010,0
French territories in the Pacific,Study,2011,0
French territories in the Pacific,Study,2012,0
French territories in the Pacific,Study,2013,0
French territories in the Pacific,Study,2014,0
French territories in the Pacific,Study,2015,0
French territories in the Pacific,Work,2006,0
French territories in the Pacific,Work,2007,0
French territories in the Pacific,Work,2008,0
French territories in the Pacific,Work,2009,0
French territories in the Pacific,Work,2010,0
French territories in the Pacific,Work,2011,0
French territories in the Pacific,Work,2012,0
French territories in the Pacific,Work,2013,0
French territories in the Pacific,Work,2014,0
French territories in the Pacific,Work,2015,0
French West Indies,Asylum,2006,0
French West Indies,Asylum,2007,0
French West Indies,Asylum,2008,0
French West Indies,Asylum,2009,0
French West Indies,Asylum,2010,0
French West Indies,Asylum,2011,0
French West Indies,Asylum,2012,0
French West Indies,Asylum,2013,0
French West Indies,Asylum,2014,0
French West Indies,Asylum,2015,0
French West Indies,EU,2006,0
French West Indies,EU,2007,0
French West Indies,EU,2008,0
French West Indies,EU,2009,0
French West Indies,EU,2010,0
French West Indies,EU,2011,0
French West Indies,EU,2012,0
French West Indies,EU,2013,0
French West Indies,EU,2014,0
French West Indies,EU,2015,0
French West Indies,Family,2006,0
French West Indies,Family,2007,0
French West Indies,Family,2008,0
French West Indies,Family,2009,0
French West Indies,Family,2010,0
French West Indies,Family,2011,0
French West Indies,Family,2012,0
French West Indies,Family,2013,0
French West Indies,Family,2014,0
French West Indies,Family,2015,0
French West Indies,Other,2006,0
French West Indies,Other,2007,0
French West Indies,Other,2008,0
French West Indies,Other,2009,0
French West Indies,Other,2010,0
French West Indies,Other,2011,0
French West Indies,Other,2012,0
French West Indies,Other,2013,0
French West Indies,Other,2014,0
French West Indies,Other,2015,0
French West Indies,Study,2006,0
French West Indies,Study,2007,0
French West Indies,Study,2008,0
French West Indies,Study,2009,0
French West Indies,Study,2010,0
French West Indies,Study,2011,0
French West Indies,Study,2012,0
French West Indies,Study,2013,0
French West Indies,Study,2014,0
French West Indies,Study,2015,0
French West Indies,Work,2006,0
French West Indies,Work,2007,0
French West Indies,Work,2008,0
French West Indies,Work,2009,0
French West Indies,Work,2010,0
French West Indies,Work,2011,0
French West Indies,Work,2012,0
French West Indies,Work,2013,0
French West Indies,Work,2014,0
French West Indies,Work,2015,0
Gabon,Asylum,2006,0
Gabon,Asylum,2007,0
Gabon,Asylum,2008,0
Gabon,Asylum,2009,0
Gabon,Asylum,2010,0
Gabon,Asylum,2011,0
Gabon,Asylum,2012,0
Gabon,Asylum,2013,0
Gabon,Asylum,2014,0
Gabon,Asylum,2015,0
Gabon,EU,2006,0
Gabon,EU,2007,0
Gabon,EU,2008,0
Gabon,EU,2009,0
Gabon,EU,2010,1
Gabon,EU,2011,0
Gabon,EU,2012,0
Gabon,EU,2013,0
Gabon,EU,2014,0
Gabon,EU,2015,0
Gabon,Family,2006,0
Gabon,Family,2007,0
Gabon,Family,2008,0
Gabon,Family,2009,1
Gabon,Family,2010,0
Gabon,Family,2011,0
Gabon,Family,2012,0
Gabon,Family,2013,0
Gabon,Family,2014,1
Gabon,Family,2015,0
Gabon,Other,2006,0
Gabon,Other,2007,0
Gabon,Other,2008,0
Gabon,Other,2009,0
Gabon,Other,2010,0
Gabon,Other,2011,0
Gabon,Other,2012,0
Gabon,Other,2013,0
Gabon,Other,2014,0
Gabon,Other,2015,0
Gabon,Study,2006,0
Gabon,Study,2007,0
Gabon,Study,2008,0
Gabon,Study,2009,0
Gabon,Study,2010,1
Gabon,Study,2011,0
Gabon,Study,2012,0
Gabon,Study,2013,0
Gabon,Study,2014,0
Gabon,Study,2015,0
Gabon,Work,2006,0
Gabon,Work,2007,0
Gabon,Work,2008,3
Gabon,Work,2009,1
Gabon,Work,2010,0
Gabon,Work,2011,2
Gabon,Work,2012,0
Gabon,Work,2013,0
Gabon,Work,2014,1
Gabon,Work,2015,0
"Gambia, The",Asylum,2006,0
"Gambia, The",Asylum,2007,0
"Gambia, The",Asylum,2008,0
"Gambia, The",Asylum,2009,0
"Gambia, The",Asylum,2010,0
"Gambia, The",Asylum,2011,1
"Gambia, The",Asylum,2012,0
"Gambia, The",Asylum,2013,2
"Gambia, The",Asylum,2014,1
"Gambia, The",Asylum,2015,0
"Gambia, The",EU,2006,0
"Gambia, The",EU,2007,1
"Gambia, The",EU,2008,0
"Gambia, The",EU,2009,2
"Gambia, The",EU,2010,1
"Gambia, The",EU,2011,0
"Gambia, The",EU,2012,0
"Gambia, The",EU,2013,0
"Gambia, The",EU,2014,0
"Gambia, The",EU,2015,2
"Gambia, The",Family,2006,13
"Gambia, The",Family,2007,22
"Gambia, The",Family,2008,18
"Gambia, The",Family,2009,20
"Gambia, The",Family,2010,25
"Gambia, The",Family,2011,13
"Gambia, The",Family,2012,13
"Gambia, The",Family,2013,21
"Gambia, The",Family,2014,24
"Gambia, The",Family,2015,22
"Gambia, The",Other,2006,0
"Gambia, The",Other,2007,1
"Gambia, The",Other,2008,0
"Gambia, The",Other,2009,0
"Gambia, The",Other,2010,0
"Gambia, The",Other,2011,1
"Gambia, The",Other,2012,0
"Gambia, The",Other,2013,0
"Gambia, The",Other,2014,0
"Gambia, The",Other,2015,0
"Gambia, The",Study,2006,3
"Gambia, The",Study,2007,2
"Gambia, The",Study,2008,1
"Gambia, The",Study,2009,2
"Gambia, The",Study,2010,9
"Gambia, The",Study,2011,2
"Gambia, The",Study,2012,1
"Gambia, The",Study,2013,0
"Gambia, The",Study,2014,3
"Gambia, The",Study,2015,4
"Gambia, The",Work,2006,1
"Gambia, The",Work,2007,1
"Gambia, The",Work,2008,3
"Gambia, The",Work,2009,3
"Gambia, The",Work,2010,3
"Gambia, The",Work,2011,1
"Gambia, The",Work,2012,1
"Gambia, The",Work,2013,0
"Gambia, The",Work,2014,1
"Gambia, The",Work,2015,1
GDR,Asylum,2006,0
GDR,Asylum,2007,0
GDR,Asylum,2008,0
GDR,Asylum,2009,0
GDR,Asylum,2010,0
GDR,Asylum,2011,0
GDR,Asylum,2012,0
GDR,Asylum,2013,0
GDR,Asylum,2014,0
GDR,Asylum,2015,0
GDR,EU,2006,0
GDR,EU,2007,0
GDR,EU,2008,0
GDR,EU,2009,0
GDR,EU,2010,0
GDR,EU,2011,0
GDR,EU,2012,0
GDR,EU,2013,0
GDR,EU,2014,0
GDR,EU,2015,0
GDR,Family,2006,0
GDR,Family,2007,0
GDR,Family,2008,0
GDR,Family,2009,0
GDR,Family,2010,0
GDR,Family,2011,0
GDR,Family,2012,0
GDR,Family,2013,0
GDR,Family,2014,0
GDR,Family,2015,0
GDR,Other,2006,0
GDR,Other,2007,0
GDR,Other,2008,0
GDR,Other,2009,0
GDR,Other,2010,0
GDR,Other,2011,0
GDR,Other,2012,0
